County,State,Population,Total_cases,Total_deaths
Franklin,VIRGINIA,56042,5554,93
Franklin City,VIRGINIA,7967,1509,40
Frederick,VIRGINIA,89313,10657,124
Fredericksburg,VIRGINIA,29036,2877,25
Galax,VIRGINIA,6347,1433,58
Giles,VIRGINIA,16720,2077,25
Gloucester,VIRGINIA,37348,3615,61
Goochland,VIRGINIA,23753,1861,28
Grayson,VIRGINIA,15550,1928,43
Greene,VIRGINIA,19819,2017,27
Greensville,VIRGINIA,11336,1813,26
Halifax,VIRGINIA,33911,3553,99
Hampton,VIRGINIA,134510,14279,217
Hanover,VIRGINIA,107766,10956,186
Harrisonburg,VIRGINIA,53016,7889,100
Henrico,VIRGINIA,330818,32659,687
Henry,VIRGINIA,50557,5967,140
Highland,VIRGINIA,2190,159,1
Hopewell,VIRGINIA,22529,3523,85
Isle of Wight,VIRGINIA,37109,4129,79
James City,VIRGINIA,76523,6520,89
King George,VIRGINIA,26836,2382,22
King William,VIRGINIA,17148,1768,22
King and Queen,VIRGINIA,7025,581,8
Lancaster,VIRGINIA,10603,1018,21
Lee,VIRGINIA,23423,3437,53
Lexington,VIRGINIA,7446,1496,33
Loudoun,VIRGINIA,413538,32793,291
Louisa,VIRGINIA,37591,2894,41
Lunenburg,VIRGINIA,12196,1000,19
Lynchburg,VIRGINIA,82168,11136,174
Madison,VIRGINIA,13261,906,20
Manassas,VIRGINIA,41085,4860,51
Manassas Park,VIRGINIA,17478,1259,12
Martinsville,VIRGINIA,12554,1924,85
Mathews,VIRGINIA,8834,847,16
Mecklenburg,VIRGINIA,30587,3159,75
Middlesex,VIRGINIA,10582,886,25
Montgomery,VIRGINIA,98535,11290,92
Nelson,VIRGINIA,14930,1231,16
New Kent,VIRGINIA,23091,2133,20
Newport News,VIRGINIA,179225,19430,279
Norfolk,VIRGINIA,242742,23210,306
Northampton,VIRGINIA,11710,1082,40
Northumberland,VIRGINIA,12095,1130,25
Norton,VIRGINIA,3981,498,11
Nottoway,VIRGINIA,15232,2474,60
Orange,VIRGINIA,37051,3350,49
Out of VA,VIRGINIA,0,0,0
Page,VIRGINIA,23902,3070,67
Patrick,VIRGINIA,17608,1885,52
Petersburg,VIRGINIA,31346,5025,101
Pittsylvania,VIRGINIA,60354,7468,100
Poquoson,VIRGINIA,12271,1221,18
Portsmouth,VIRGINIA,94398,11928,222
Powhatan,VIRGINIA,29652,2586,23
Prince Edward,VIRGINIA,22802,2761,46
Prince George,VIRGINIA,38353,4663,35
Prince William,VIRGINIA,470335,52702,541
Pulaski,VIRGINIA,34027,3734,76
Radford,VIRGINIA,18249,2809,30
Rappahannock,VIRGINIA,7370,520,4
Richmond,VIRGINIA,9023,1635,12
Richmond City,VIRGINIA,230436,22730,313
Roanoke,VIRGINIA,94186,10926,156
Roanoke City,VIRGINIA,99143,11280,216
Rockbridge,VIRGINIA,22573,1969,52
Rockingham,VIRGINIA,81948,8728,133
Russell,VIRGINIA,26586,3410,49
Salem,VIRGINIA,25301,3083,56
Scott,VIRGINIA,21566,2755,71
Shenandoah,VIRGINIA,43616,5795,147
Smyth,VIRGINIA,30104,4251,103
Southampton,VIRGINIA,17631,2270,61
Spotsylvania,VIRGINIA,136215,13885,140
Stafford,VIRGINIA,152882,15011,100
Staunton,VIRGINIA,24932,3208,78
Suffolk,VIRGINIA,92108,10284,218
Surry,VIRGINIA,6422,564,10
Sussex,VIRGINIA,11159,1478,26
Tazewell,VIRGINIA,40595,5343,90
Unassigned,VIRGINIA,0,0,0
Virginia Beach,VIRGINIA,449974,47490,494
Warren,VIRGINIA,40164,4538,73
Washington,VIRGINIA,53740,6958,132
Waynesboro,VIRGINIA,22630,3271,42
Westmoreland,VIRGINIA,18015,1685,31
Williamsburg,VIRGINIA,14954,1084,14
Winchester,VIRGINIA,28078,3574,51
Wise,VIRGINIA,37383,4681,121
Wythe,VIRGINIA,28684,4118,89
York,VIRGINIA,68280,5088,69
Adams,WASHINGTON,19983,3043,27
Asotin,WASHINGTON,22582,2539,46
Benton,WASHINGTON,204390,29328,332
Chelan,WASHINGTON,77200,10131,97
Clallam,WASHINGTON,77331,4173,48
Clark,WASHINGTON,488241,37651,423
Columbia,WASHINGTON,3985,315,6
Cowlitz,WASHINGTON,110593,12221,192
Douglas,WASHINGTON,43429,5592,33
Ferry,WASHINGTON,7627,631,11
Franklin,WASHINGTON,95222,19201,163
Garfield,WASHINGTON,2225,207,7
Grant,WASHINGTON,97733,14458,127
Grays Harbor,WASHINGTON,75061,7667,111
Island,WASHINGTON,85141,3476,43
Jefferson,WASHINGTON,32221,971,14
King,WASHINGTON,2252782,152022,1874
Kitsap,WASHINGTON,271473,15105,199
Kittitas,WASHINGTON,47935,4547,48
Klickitat,WASHINGTON,22425,1664,15
Lewis,WASHINGTON,80707,9006,125
Lincoln,WASHINGTON,10939,1230,17
Mason,WASHINGTON,66768,4940,57
Okanogan,WASHINGTON,42243,4563,61
Out of WA,WASHINGTON,0,0,0
Pacific,WASHINGTON,22471,1664,25
Pend Oreille,WASHINGTON,13724,1338,19
Pierce,WASHINGTON,904980,83884,805
San Juan,WASHINGTON,17582,293,0
Skagit,WASHINGTON,129205,9579,99
Skamania,WASHINGTON,12083,661,4
Snohomish,WASHINGTON,822083,59338,701
Spokane,WASHINGTON,522798,65838,916
Stevens,WASHINGTON,45723,4375,74
Thurston,WASHINGTON,290536,18221,201
Unassigned,WASHINGTON,0,1628,3
Wahkiakum,WASHINGTON,4488,251,5
Walla Walla,WASHINGTON,60760,8219,92
Whatcom,WASHINGTON,229247,14682,138
Whitman,WASHINGTON,50104,5395,59
Yakima,WASHINGTON,250873,40863,548
Barbour,WEST VIRGINIA,16441,2452,41
Berkeley,WEST VIRGINIA,119171,16963,158
Boone,WEST VIRGINIA,21457,3204,42
Braxton,WEST VIRGINIA,13957,1937,14
Brooke,WEST VIRGINIA,21939,2886,67
Cabell,WEST VIRGINIA,91945,13822,227
Calhoun,WEST VIRGINIA,7109,821,4
Clay,WEST VIRGINIA,8508,1069,16
Doddridge,WEST VIRGINIA,8448,1076,8
Fayette,WEST VIRGINIA,42406,5552,104
Gilmer,WEST VIRGINIA,7823,1233,8
Grant,WEST VIRGINIA,11568,1970,31
Greenbrier,WEST VIRGINIA,34662,4534,80
Hampshire,WEST VIRGINIA,23175,2832,43
Hancock,WEST VIRGINIA,28810,3813,99
Hardy,WEST VIRGINIA,13776,2221,27
Harrison,WEST VIRGINIA,67256,9719,119
Jackson,WEST VIRGINIA,28576,3493,72
Jefferson,WEST VIRGINIA,57146,6371,75
Kanawha,WEST VIRGINIA,178124,22297,425
Lewis,WEST VIRGINIA,15907,2679,36
Lincoln,WEST VIRGINIA,20409,2479,35
Logan,WEST VIRGINIA,32019,4956,123
Marion,WEST VIRGINIA,56072,7073,76
Marshall,WEST VIRGINIA,30531,4960,99
Mason,WEST VIRGINIA,26516,3323,49
McDowell,WEST VIRGINIA,17624,2654,39
Mercer,WEST VIRGINIA,58758,7959,159
Mineral,WEST VIRGINIA,26868,4240,104
Mingo,WEST VIRGINIA,23424,4236,65
Monongalia,WEST VIRGINIA,105612,11792,119
Monroe,WEST VIRGINIA,13275,1953,25
Morgan,WEST VIRGINIA,17884,1874,36
Nicholas,WEST VIRGINIA,24496,3186,34
Ohio,WEST VIRGINIA,41411,5708,96
Out of WV,WEST VIRGINIA,0,0,0
Pendleton,WEST VIRGINIA,6969,1051,12
Pleasants,WEST VIRGINIA,7460,1335,23
Pocahontas,WEST VIRGINIA,8247,1036,16
Preston,WEST VIRGINIA,33432,4504,60
Putnam,WEST VIRGINIA,56450,7995,109
Raleigh,WEST VIRGINIA,73361,10372,139
Randolph,WEST VIRGINIA,28695,4765,35
Ritchie,WEST VIRGINIA,9554,1332,16
Roane,WEST VIRGINIA,13688,1285,15
Summers,WEST VIRGINIA,12573,1333,27
Taylor,WEST VIRGINIA,16695,1983,34
Tucker,WEST VIRGINIA,6839,962,17
Tyler,WEST VIRGINIA,8591,1287,18
Unassigned,WEST VIRGINIA,0,0,0
Upshur,WEST VIRGINIA,24176,3606,56
Wayne,WEST VIRGINIA,39402,5174,60
Webster,WEST VIRGINIA,8114,999,14
Wetzel,WEST VIRGINIA,15065,2335,46
Wirt,WEST VIRGINIA,5821,749,10
Wood,WEST VIRGINIA,83518,11958,209
Wyoming,WEST VIRGINIA,20394,3300,51
Adams,WISCONSIN,20220,2529,33
Ashland,WISCONSIN,15562,1715,16
Barron,WISCONSIN,45244,7687,86
Bayfield,WISCONSIN,15036,1517,24
Brown,WISCONSIN,264542,42084,315
Buffalo,WISCONSIN,13031,1820,7
Burnett,WISCONSIN,15414,1933,29
Calumet,WISCONSIN,50089,7698,58
Chippewa,WISCONSIN,64658,9975,111
Clark,WISCONSIN,34774,4509,73
Columbia,WISCONSIN,57532,7352,78
Crawford,WISCONSIN,16131,2097,22
Dane,WISCONSIN,546695,54789,357
Dodge,WISCONSIN,87839,15086,217
Door,WISCONSIN,27668,3451,38
Douglas,WISCONSIN,43150,5546,66
Dunn,WISCONSIN,45368,6432,42
Eau Claire,WISCONSIN,104646,14867,131
Florence,WISCONSIN,4295,570,13
Fond du Lac,WISCONSIN,103403,16665,153
Forest,WISCONSIN,9004,1395,31
Grant,WISCONSIN,51439,6897,106
Green,WISCONSIN,36960,4272,26
Green Lake,WISCONSIN,18913,2745,29
Iowa,WISCONSIN,23678,2561,16
Iron,WISCONSIN,5687,815,42
Jackson,WISCONSIN,20643,3176,31
Jefferson,WISCONSIN,84769,11226,147
Juneau,WISCONSIN,26687,3934,33
Kenosha,WISCONSIN,169561,22675,361
Kewaunee,WISCONSIN,20434,3274,41
La Crosse,WISCONSIN,118016,16249,105
Lafayette,WISCONSIN,16665,1971,11
Langlade,WISCONSIN,19189,2812,54
Lincoln,WISCONSIN,27593,3917,106
Manitowoc,WISCONSIN,78981,10667,103
Marathon,WISCONSIN,135692,19402,252
Marinette,WISCONSIN,40350,5873,78
Marquette,WISCONSIN,15574,1979,29
Menominee,WISCONSIN,4556,899,11
Milwaukee,WISCONSIN,945726,143120,1548
Monroe,WISCONSIN,46253,5859,54
Oconto,WISCONSIN,37930,6502,76
Oneida,WISCONSIN,35595,4525,85
Out of WI,WISCONSIN,0,0,0
Outagamie,WISCONSIN,187885,28217,261
Ozaukee,WISCONSIN,89221,11507,112
Pepin,WISCONSIN,7287,1100,8
Pierce,WISCONSIN,42754,5828,44
Polk,WISCONSIN,43783,6110,73
Portage,WISCONSIN,70772,8857,89
Price,WISCONSIN,13351,1617,8
Racine,WISCONSIN,196311,30111,438
Richland,WISCONSIN,17252,1835,22
Rock,WISCONSIN,163354,21231,227
Rusk,WISCONSIN,14178,1988,31
Sauk,WISCONSIN,64442,7650,62
Sawyer,WISCONSIN,16558,2277,31
Shawano,WISCONSIN,40899,6475,88
Sheboygan,WISCONSIN,115340,17085,174
St. Croix,WISCONSIN,90687,11851,82
Taylor,WISCONSIN,20343,2723,43
Trempealeau,WISCONSIN,29649,4625,52
Unassigned,WISCONSIN,0,0,0
Vernon,WISCONSIN,30822,2614,53
Vilas,WISCONSIN,22195,2837,50
Walworth,WISCONSIN,103868,14676,182
Washburn,WISCONSIN,15720,2016,25
Washington,WISCONSIN,136034,20752,217
Waukesha,WISCONSIN,404198,58989,688
Waupaca,WISCONSIN,50990,7468,178
Waushara,WISCONSIN,24443,3274,48
Winnebago,WISCONSIN,171907,25707,245
Wood,WISCONSIN,72999,9700,126
Albany,WYOMING,38880,5829,28
Big Horn,WYOMING,11790,1779,39
Campbell,WYOMING,46341,7812,77
Carbon,WYOMING,14800,2448,36
Converse,WYOMING,13822,1925,30
Crook,WYOMING,7584,780,17
Fremont,WYOMING,39261,7718,110
Goshen,WYOMING,13211,1873,29
Hot Springs,WYOMING,4413,817,7
Johnson,WYOMING,8445,1080,13
Laramie,WYOMING,99500,14555,168
Lincoln,WYOMING,19830,2395,15
Natrona,WYOMING,79858,12650,161
Niobrara,WYOMING,2356,314,5
Out of WY,WYOMING,0,0,0
Park,WYOMING,29194,4385,48
Platte,WYOMING,8393,1183,22
Sheridan,WYOMING,30485,4661,41
Sublette,WYOMING,9831,1205,12
Sweetwater,WYOMING,42343,6959,65
Teton,WYOMING,23464,4943,13
Uinta,WYOMING,20226,3550,25
Unassigned,WYOMING,0,0,0
Washakie,WYOMING,7805,1398,27
Weston,WYOMING,6927,910,8
