County,State,Population,Total_cases,Total_deaths
Miami,Indiana,35516,5636,90
Monroe,Indiana,148431,14770,196
Montgomery,Indiana,38338,5973,106
Morgan,Indiana,70489,9096,168
Newton,Indiana,13984,1499,46
Noble,Indiana,47744,7600,101
Ohio,Indiana,5875,818,11
Orange,Indiana,19646,2819,60
Out of IN,Indiana,0,0,0
Owen,Indiana,20799,2967,66
Parke,Indiana,16937,2247,24
Perry,Indiana,19169,2591,54
Pike,Indiana,12389,2188,41
Porter,Indiana,170389,22138,354
Posey,Indiana,25427,3668,41
Pulaski,Indiana,12353,1719,51
Putnam,Indiana,37576,5540,71
Randolph,Indiana,24665,3248,93
Ripley,Indiana,28324,4712,80
Rush,Indiana,16581,2451,31
Scott,Indiana,23873,4195,65
Shelby,Indiana,44729,6824,112
Spencer,Indiana,20277,3272,37
St. Joseph,Indiana,271826,42771,595
Starke,Indiana,22995,2936,67
Steuben,Indiana,34594,5192,70
Sullivan,Indiana,20669,3183,49
Switzerland,Indiana,10751,1298,10
Tippecanoe,Indiana,195732,27165,253
Tipton,Indiana,15148,2162,56
Unassigned,Indiana,0,0,493
Union,Indiana,7054,1016,13
Vanderburgh,Indiana,181451,31076,460
Vermillion,Indiana,15498,2433,51
Vigo,Indiana,107038,16746,289
Wabash,Indiana,30996,5009,93
Warren,Indiana,8265,1173,16
Warrick,Indiana,62998,10907,179
Washington,Indiana,28036,3412,47
Wayne,Indiana,65884,10353,235
Wells,Indiana,28296,3995,86
White,Indiana,24102,4000,58
Whitley,Indiana,33964,5410,54
Adair,Iowa,7152,989,34
Adams,Iowa,3602,455,4
Allamakee,Iowa,13687,1845,52
Appanoose,Iowa,12426,1629,50
Audubon,Iowa,5496,615,14
Benton,Iowa,25645,3359,56
Black Hawk,Iowa,131228,19654,344
Boone,Iowa,26234,3287,36
Bremer,Iowa,25062,3389,66
Buchanan,Iowa,21175,2568,38
Buena Vista,Iowa,19620,4824,43
Butler,Iowa,14439,1965,37
Calhoun,Iowa,9668,1782,13
Carroll,Iowa,20165,3324,53
Cass,Iowa,12836,1731,56
Cedar,Iowa,18627,2344,25
Cerro Gordo,Iowa,42450,6521,106
Cherokee,Iowa,11235,1874,40
Chickasaw,Iowa,11933,1465,18
Clarke,Iowa,9395,1344,27
Clay,Iowa,16016,2656,29
Clayton,Iowa,17549,2032,58
Clinton,Iowa,46429,6505,99
Crawford,Iowa,16820,3282,45
Dallas,Iowa,93453,13358,102
Davis,Iowa,9000,1079,25
Decatur,Iowa,7870,779,11
Delaware,Iowa,17011,2440,44
Des Moines,Iowa,38967,6365,87
Dickinson,Iowa,17258,2859,50
Dubuque,Iowa,97311,15013,224
Emmet,Iowa,9208,1567,41
Fayette,Iowa,19650,2365,45
Floyd,Iowa,15642,2041,42
Franklin,Iowa,10070,1558,24
Fremont,Iowa,6960,785,11
Greene,Iowa,8888,1068,12
Grundy,Iowa,12232,1639,36
Guthrie,Iowa,10689,1463,32
Hamilton,Iowa,14773,2220,53
Hancock,Iowa,10630,1760,37
Hardin,Iowa,16846,2538,47
Harrison,Iowa,14049,2092,76
Henry,Iowa,19954,3616,42
Howard,Iowa,9158,1203,22
Humboldt,Iowa,9558,1558,26
Ida,Iowa,6860,1126,39
Iowa,Iowa,16184,1920,27
Jackson,Iowa,19439,2596,44
Jasper,Iowa,37185,5459,76
Jefferson,Iowa,18295,1867,38
Johnson,Iowa,151140,17348,95
Jones,Iowa,20681,3477,59
Keokuk,Iowa,10246,1285,33
Kossuth,Iowa,14813,2625,71
Lee,Iowa,33657,5454,84
Linn,Iowa,226706,27380,367
Louisa,Iowa,11035,1657,51
Lucas,Iowa,8600,1038,23
Lyon,Iowa,11755,1829,41
Madison,Iowa,16338,2044,21
Mahaska,Iowa,22095,2938,56
Marion,Iowa,33253,4768,86
Marshall,Iowa,39369,6078,82
Mills,Iowa,15109,1913,25
Mitchell,Iowa,10586,1537,43
Monona,Iowa,8615,1015,34
Monroe,Iowa,7707,1232,33
Montgomery,Iowa,9917,1313,40
Muscatine,Iowa,42664,6117,111
O'Brien,Iowa,13753,2155,63
Osceola,Iowa,5958,865,17
Out of IA,Iowa,0,0,0
Page,Iowa,15107,2306,24
Palo Alto,Iowa,8886,1371,29
Plymouth,Iowa,25177,4484,86
Pocahontas,Iowa,6619,1042,23
Polk,Iowa,490161,71109,695
Pottawattamie,Iowa,93206,13607,190
Poweshiek,Iowa,18504,1950,37
Ringgold,Iowa,4894,641,27
Sac,Iowa,9721,1509,23
Scott,Iowa,172943,23792,266
Shelby,Iowa,11454,1627,39
Sioux,Iowa,34855,5522,76
Story,Iowa,97117,12364,48
Tama,Iowa,16854,2547,75
Taylor,Iowa,6121,750,12
Unassigned,Iowa,0,4100,0
Union,Iowa,12241,1538,37
Van Buren,Iowa,7044,776,21
Wapello,Iowa,34969,5441,130
Warren,Iowa,51466,7261,95
Washington,Iowa,21965,3448,54
Wayne,Iowa,6441,677,23
Webster,Iowa,35904,6628,106
Winnebago,Iowa,10354,1763,31
Winneshiek,Iowa,19991,2234,37
Woodbury,Iowa,103107,17979,239
Worth,Iowa,7381,998,8
Wright,Iowa,12562,2274,41
Allen,Kansas,12369,1789,25
Anderson,Kansas,7858,1068,21
Atchison,Kansas,16073,2273,23
Barber,Kansas,4427,460,7
Barton,Kansas,25779,3544,55
Bourbon,Kansas,14534,2352,41
Brown,Kansas,9564,1485,39
Butler,Kansas,66911,10328,119
Chase,Kansas,2648,322,3
Chautauqua,Kansas,3250,446,8
Cherokee,Kansas,19939,3503,77
Cheyenne,Kansas,2657,418,13
Clark,Kansas,1994,318,7
Clay,Kansas,8002,1147,31
Cloud,Kansas,8786,1226,26
Coffey,Kansas,8179,1123,25
Comanche,Kansas,1700,208,11
Cowley,Kansas,34908,5263,122
Crawford,Kansas,38818,6589,102
Decatur,Kansas,2827,322,12
Dickinson,Kansas,18466,2654,59
Doniphan,Kansas,7600,1333,27
Douglas,Kansas,122259,11904,99
Edwards,Kansas,2798,322,12
Elk,Kansas,2530,257,6
Ellis,Kansas,28553,4379,75
Ellsworth,Kansas,6102,1340,28
Finney,Kansas,36467,7095,79
Ford,Kansas,33619,6876,88
Franklin,Kansas,25544,3634,55
Geary,Kansas,31670,4594,54
Gove,Kansas,2636,449,22
Graham,Kansas,2482,314,10
Grant,Kansas,7150,1129,25
Gray,Kansas,5988,774,14
Greeley,Kansas,1232,128,2
Greenwood,Kansas,5982,941,14
Hamilton,Kansas,2539,254,1
Harper,Kansas,5436,841,19
Harvey,Kansas,34429,4661,78
Haskell,Kansas,3968,521,8
Hodgeman,Kansas,1794,226,10
Jackson,Kansas,13171,1891,19
Jefferson,Kansas,19043,2454,46
Jewell,Kansas,2879,324,7
Johnson,Kansas,602401,75105,897
Kearny,Kansas,3838,687,12
Kingman,Kansas,7152,1031,19
Kiowa,Kansas,2475,325,4
Labette,Kansas,19618,3443,59
Lane,Kansas,1535,159,7
Leavenworth,Kansas,81758,9972,118
Lincoln,Kansas,2962,305,5
Linn,Kansas,9703,1476,14
Logan,Kansas,2794,369,8
Lyon,Kansas,33195,5227,91
Marion,Kansas,11884,1464,27
Marshall,Kansas,9707,1391,28
McPherson,Kansas,28542,4159,91
Meade,Kansas,4033,600,15
Miami,Kansas,34237,4122,59
Mitchell,Kansas,5979,714,16
Montgomery,Kansas,31829,5177,105
Morris,Kansas,5620,744,24
Morton,Kansas,2587,317,8
Nemaha,Kansas,10231,1837,56
Neosho,Kansas,16007,2451,48
Ness,Kansas,2750,474,17
Norton,Kansas,5361,1340,30
Osage,Kansas,15949,1892,34
Osborne,Kansas,3421,370,14
Ottawa,Kansas,5704,688,15
Out of KS,Kansas,0,0,0
Pawnee,Kansas,6414,1333,15
Phillips,Kansas,5234,800,26
Pottawatomie,Kansas,24383,2669,41
Pratt,Kansas,9164,1153,26
Rawlins,Kansas,2530,379,7
Reno,Kansas,61998,10664,160
Republic,Kansas,4636,862,14
Rice,Kansas,9537,1386,16
Riley,Kansas,74232,7871,58
Rooks,Kansas,4920,760,11
Rush,Kansas,3036,490,15
Russell,Kansas,6856,1022,32
Saline,Kansas,54224,7948,168
Scott,Kansas,4823,688,27
Sedgwick,Kansas,516042,76848,936
Seward,Kansas,21428,4442,45
Shawnee,Kansas,176875,24607,441
Sheridan,Kansas,2521,473,14
Sherman,Kansas,5917,762,13
Smith,Kansas,3583,339,3
Stafford,Kansas,4156,525,14
Stanton,Kansas,2006,264,6
Stevens,Kansas,5485,707,12
Sumner,Kansas,22836,3021,59
Thomas,Kansas,7777,1302,21
Trego,Kansas,2803,468,8
Unassigned,Kansas,0,0,0
Wabaunsee,Kansas,6931,877,18
Wallace,Kansas,1518,219,4
Washington,Kansas,5406,707,15
Wichita,Kansas,2119,256,6
Wilson,Kansas,8525,1404,33
Woodson,Kansas,3138,359,9
Wyandotte,Kansas,165429,27239,354
Adair,Kentucky,19202,2917,65
Allen,Kentucky,21315,3575,61
Anderson,Kentucky,22747,2978,36
Ballard,Kentucky,7888,618,17
Barren,Kentucky,44249,7619,120
Bath,Kentucky,12500,1477,28
Bell,Kentucky,26032,5515,88
Boone,Kentucky,133581,18968,178
Bourbon,Kentucky,19788,2955,27
Boyd,Kentucky,46718,7818,96
Boyle,Kentucky,30060,5106,80
Bracken,Kentucky,8303,1018,8
Breathitt,Kentucky,12630,1879,23
Breckinridge,Kentucky,20477,2550,26
Bullitt,Kentucky,81676,11386,112
Butler,Kentucky,12879,2224,29
Caldwell,Kentucky,12747,2124,45
Calloway,Kentucky,39001,4971,59
Campbell,Kentucky,93584,11684,90
Carlisle,Kentucky,4760,596,11
Carroll,Kentucky,10631,1743,23
Carter,Kentucky,26797,4285,52
Casey,Kentucky,16159,2487,47
Christian,Kentucky,70461,9779,119
Clark,Kentucky,36263,4857,32
Clay,Kentucky,19901,4971,55
Clinton,Kentucky,10218,1881,32
Crittenden,Kentucky,8806,1059,33
Cumberland,Kentucky,6614,1028,15
Daviess,Kentucky,101511,15972,242
Edmonson,Kentucky,12150,1466,28
Elliott,Kentucky,7517,1261,4
Estill,Kentucky,14106,2058,12
Fayette,Kentucky,323152,49395,360
Fleming,Kentucky,14581,2002,29
Floyd,Kentucky,35589,6564,100
Franklin,Kentucky,50991,6489,71
Fulton,Kentucky,5969,694,16
Gallatin,Kentucky,8869,1146,37
Garrard,Kentucky,17666,2559,42
Grant,Kentucky,25069,3723,29
Graves,Kentucky,37266,6975,118
Grayson,Kentucky,26427,4289,75
Green,Kentucky,10941,2075,22
Greenup,Kentucky,35098,5939,73
Hancock,Kentucky,8722,1320,16
Hardin,Kentucky,110958,16965,231
Harlan,Kentucky,26010,4984,116
Harrison,Kentucky,18886,3009,29
Hart,Kentucky,19035,3341,60
Henderson,Kentucky,45210,7574,94
Henry,Kentucky,16126,2382,23
Hickman,Kentucky,4380,529,18
Hopkins,Kentucky,44686,7506,183
Jackson,Kentucky,13329,2424,46
Jefferson,Kentucky,766757,113209,1510
Jessamine,Kentucky,54115,7654,87
Johnson,Kentucky,22188,3544,43
Kenton,Kentucky,166998,22149,241
Knott,Kentucky,14806,2226,33
Knox,Kentucky,31145,6884,49
Larue,Kentucky,14398,2293,37
Laurel,Kentucky,60813,12612,111
Lawrence,Kentucky,15317,2400,36
Lee,Kentucky,7403,1676,29
Leslie,Kentucky,9877,2022,13
Letcher,Kentucky,21553,3622,58
Lewis,Kentucky,13275,2243,54
Lincoln,Kentucky,24549,3972,74
Livingston,Kentucky,9194,1296,40
Logan,Kentucky,27102,4841,77
Lyon,Kentucky,8210,1863,25
Madison,Kentucky,92987,14875,134
Magoffin,Kentucky,12161,2075,18
Marion,Kentucky,19273,3713,40
Marshall,Kentucky,31100,4814,75
Martin,Kentucky,11195,1763,30
Mason,Kentucky,17070,2405,56
McCracken,Kentucky,65418,9588,158
McCreary,Kentucky,17231,3162,45
McLean,Kentucky,9207,1370,36
Meade,Kentucky,28572,3209,34
Menifee,Kentucky,6489,789,20
Mercer,Kentucky,21933,4126,67
Metcalfe,Kentucky,10071,1800,37
Monroe,Kentucky,10650,2148,56
Montgomery,Kentucky,28157,4239,45
Morgan,Kentucky,13309,2775,6
Muhlenberg,Kentucky,30622,5208,85
Nelson,Kentucky,46233,7852,73
Nicholas,Kentucky,7269,1037,14
Ohio,Kentucky,23994,4109,74
Oldham,Kentucky,66799,9711,90
Out of KY,Kentucky,0,0,0
Owen,Kentucky,10901,1293,20
Owsley,Kentucky,4415,907,16
Pendleton,Kentucky,14590,1817,13
Perry,Kentucky,25758,5648,82
Pike,Kentucky,57876,9879,150
Powell,Kentucky,12359,2318,20
Pulaski,Kentucky,64979,9676,158
Robertson,Kentucky,2108,311,15
Rockcastle,Kentucky,16695,2953,27
Rowan,Kentucky,24460,3228,26
Russell,Kentucky,17923,3227,54
Scott,Kentucky,57004,7644,40
Shelby,Kentucky,49024,6671,97
Simpson,Kentucky,18572,3034,47
Spencer,Kentucky,19351,2680,28
Taylor,Kentucky,25769,4987,72
Todd,Kentucky,12294,1605,30
Trigg,Kentucky,14651,1836,20
Trimble,Kentucky,8471,1109,9
Unassigned,Kentucky,0,9,0
Union,Kentucky,14381,2399,27
Warren,Kentucky,132896,24588,222
Washington,Kentucky,12095,2230,44
Wayne,Kentucky,20333,2810,54
Webster,Kentucky,12942,2355,33
Whitley,Kentucky,36264,7977,75
Wolfe,Kentucky,7157,1105,8
Woodford,Kentucky,26734,3195,26
Acadia,Louisiana,62045,10267,242
Allen,Louisiana,25627,4612,107
Ascension,Louisiana,126604,21402,230
Assumption,Louisiana,21891,3555,57
Avoyelles,Louisiana,40144,6952,175
Beauregard,Louisiana,37497,5898,120
Bienville,Louisiana,13241,2439,92
Bossier,Louisiana,127039,21156,380
Caddo,Louisiana,240204,38375,919
Calcasieu,Louisiana,203436,33542,585
Caldwell,Louisiana,9918,2143,38
Cameron,Louisiana,6973,849,8
Catahoula,Louisiana,9494,1758,48
Claiborne,Louisiana,15670,1979,62
Concordia,Louisiana,19259,3123,74
De Soto,Louisiana,27463,4628,107
East Baton Rouge,Louisiana,440059,62675,1127
East Carroll,Louisiana,6861,1527,30
East Feliciana,Louisiana,19135,4439,140
Evangeline,Louisiana,33395,5627,134
Franklin,Louisiana,20015,4443,135
Grant,Louisiana,22389,3741,76
Iberia,Louisiana,69830,12256,220
Iberville,Louisiana,32511,5733,121
Jackson,Louisiana,15744,2722,60
Jefferson,Louisiana,432493,68523,1130
Jefferson Davis,Louisiana,31368,4616,121
LaSalle,Louisiana,14892,2669,45
Lafayette,Louisiana,244390,37904,387
Lafourche,Louisiana,97614,17554,297
Lincoln,Louisiana,46742,6833,114
Livingston,Louisiana,140789,24100,358
Madison,Louisiana,10951,2198,52
Morehouse,Louisiana,24874,4367,110
Natchitoches,Louisiana,38158,6419,127
Orleans,Louisiana,390144,45912,969
Ouachita,Louisiana,153279,30547,568
Out of LA,Louisiana,0,0,0
Plaquemines,Louisiana,23197,3768,36
Pointe Coupee,Louisiana,21730,3772,82
Rapides,Louisiana,129648,20768,448
Red River,Louisiana,8442,1375,44
Richland,Louisiana,20122,4196,75
Sabine,Louisiana,23884,4383,81
St. Bernard,Louisiana,47244,6755,96
St. Charles,Louisiana,53100,8722,122
St. Helena,Louisiana,10132,1258,16
St. James,Louisiana,21096,3398,68
St. John the Baptist,Louisiana,42837,6204,162
St. Landry,Louisiana,82124,13763,333
St. Martin,Louisiana,53431,8229,158
St. Mary,Louisiana,49348,8392,209
St. Tammany,Louisiana,260419,42685,690
Tangipahoa,Louisiana,134758,22320,483
Tensas,Louisiana,4334,493,8
Terrebonne,Louisiana,110461,19069,319
Unassigned,Louisiana,0,561,0
Union,Louisiana,22108,3884,100
Vermilion,Louisiana,59511,9945,179
Vernon,Louisiana,47429,6013,158
Washington,Louisiana,46194,7829,199
Webster,Louisiana,38340,6365,143
West Baton Rouge,Louisiana,26465,4321,71
West Carroll,Louisiana,10830,1888,46
West Feliciana,Louisiana,15568,1492,39
Winn,Louisiana,13904,2575,58
Androscoggin,Maine,108277,9796,93
Aroostook,Maine,67055,3360,73
Cumberland,Maine,295003,20323,219
Franklin,Maine,30199,1888,18
Hancock,Maine,54987,2342,47
Kennebec,Maine,122302,8626,92
Knox,Maine,39772,1673,10
Lincoln,Maine,34634,1607,4
Out of ME,Maine,0,0,0
Oxford,Maine,57975,4501,73
Penobscot,Maine,152148,10680,142
Piscataquis,Maine,16785,1159,7
Sagadahoc,Maine,35856,1771,12
Somerset,Maine,50484,3657,41
Unassigned,Maine,0,3,0
Waldo,Maine,39715,2094,30
Washington,Maine,31379,1477,20
York,Maine,207641,16511,145
Allegany,Maryland,70416,9034,235
Anne Arundel,Maryland,579234,50846,737
Baltimore,Maryland,827370,74056,1776
Baltimore City,Maryland,593490,59432,1314
Calvert,Maryland,92525,5276,95
Caroline,Maryland,33406,2959,39
Carroll,Maryland,168447,11192,279
Cecil,Maryland,102855,8082,166
Charles,Maryland,163257,13862,243
Dorchester,Maryland,31929,3850,73
Frederick,Maryland,259547,23176,366
Garrett,Maryland,29014,2749,71
Harford,Maryland,255441,19500,338
Howard,Maryland,325690,21986,269
Kent,Maryland,19422,1584,53
Montgomery,Maryland,1050688,80175,1681
Out of MD,Maryland,0,0,0
Prince George's,Maryland,909327,97101,1683
Queen Anne's,Maryland,50381,3619,64
Somerset,Maryland,25616,3149,47
St. Mary's,Maryland,113510,8868,150
Talbot,Maryland,37181,2637,50
Unassigned,Maryland,0,0,68
Washington,Maryland,151049,18051,363
Wicomico,Maryland,103609,10352,205
Worcester,Maryland,52276,4713,113
Barnstable,Massachusetts,212990,16831,507
Berkshire,Massachusetts,124944,8132,313
Bristol,Massachusetts,565217,77421,1835
Dukes,Massachusetts,17332,0,0
Dukes and Nantucket,Massachusetts,0,3686,7
Essex,Massachusetts,789034,108788,2468
Franklin,Massachusetts,70180,3235,120
Hampden,Massachusetts,466372,62828,1624
Hampshire,Massachusetts,160830,11201,315
Middlesex,Massachusetts,1611699,152899,3873
Nantucket,Massachusetts,11399,0,0
Norfolk,Massachusetts,706775,62042,1845
Out of MA,Massachusetts,0,0,0
Plymouth,Massachusetts,521202,56641,1494
Suffolk,Massachusetts,803907,104467,1892
Unassigned,Massachusetts,0,55180,6
Worcester,Massachusetts,830622,90248,2348
Alcona,Michigan,10405,942,39
Alger,Michigan,9108,731,7
Allegan,Michigan,118081,13383,177
Alpena,Michigan,28405,2792,69
Antrim,Michigan,23324,2021,34
Arenac,Michigan,14883,1483,31
Baraga,Michigan,8209,1001,44
Barry,Michigan,61550,7083,76
Bay,Michigan,103126,13138,370
Benzie,Michigan,17766,1502,38
Berrien,Michigan,153401,18197,315
Branch,Michigan,43517,6036,110
Calhoun,Michigan,134159,17135,337
Cass,Michigan,51787,6620,86
Charlevoix,Michigan,26143,2162,29
Cheboygan,Michigan,25276,2451,58
Chippewa,Michigan,37349,3244,38
Clare,Michigan,30950,3115,92
Clinton,Michigan,79595,8937,103
Crawford,Michigan,14029,1154,15
Delta,Michigan,35784,5205,101
Dickinson,Michigan,25239,3598,75
Eaton,Michigan,110268,11976,229
Emmet,Michigan,33415,2963,47
Federal Correctional Institution (FCI),Michigan,0,320,5
Genesee,Michigan,405813,47709,1034
Gladwin,Michigan,25449,2885,66
Gogebic,Michigan,13975,1634,53
Grand Traverse,Michigan,93088,8000,108
Gratiot,Michigan,40711,4925,123
Hillsdale,Michigan,45605,5535,110
Houghton,Michigan,35684,3576,52
Huron,Michigan,30981,4499,88
Ingham,Michigan,292406,28728,432
Ionia,Michigan,64697,7712,87
Iosco,Michigan,25127,2594,86
Iron,Michigan,11066,1280,53
Isabella,Michigan,69872,7904,105
Jackson,Michigan,158510,18761,316
Kalamazoo,Michigan,265066,27374,437
Kalkaska,Michigan,18038,1516,30
Kent,Michigan,656955,85676,936
Keweenaw,Michigan,2116,217,4
Lake,Michigan,11853,827,19
Lapeer,Michigan,87607,10555,229
Leelanau,Michigan,21761,1502,22
Lenawee,Michigan,98451,11520,185
Livingston,Michigan,191995,20455,215
Luce,Michigan,6229,607,5
Mackinac,Michigan,10799,1060,6
Macomb,Michigan,873972,113131,2603
Manistee,Michigan,24558,1539,31
Marquette,Michigan,66699,6315,70
Mason,Michigan,29144,2755,43
Mecosta,Michigan,43453,4018,41
Menominee,Michigan,22780,2924,48
Michigan Department of Corrections (MDOC),Michigan,0,26942,155
Midland,Michigan,83156,9126,119
Missaukee,Michigan,15118,1719,30
Monroe,Michigan,150500,18315,289
Montcalm,Michigan,63888,7351,122
Montmorency,Michigan,9328,790,24
Muskegon,Michigan,173566,19295,401
Newaygo,Michigan,48980,5884,73
Oakland,Michigan,1257584,136315,2594
Oceana,Michigan,26467,3317,66
Ogemaw,Michigan,20997,2269,46
Ontonagon,Michigan,5720,570,22
Osceola,Michigan,23460,2492,34
Oscoda,Michigan,8241,831,32
Otsego,Michigan,24668,2826,48
Ottawa,Michigan,291830,38139,477
Out of MI,Michigan,0,2193,19
Presque Isle,Michigan,12592,1242,35
Roscommon,Michigan,24019,2172,59
Saginaw,Michigan,190539,24924,651
Sanilac,Michigan,41170,4616,130
Schoolcraft,Michigan,8094,649,5
Shiawassee,Michigan,68122,7792,120
St. Clair,Michigan,159128,20715,493
St. Joseph,Michigan,60964,7622,111
Tuscola,Michigan,52245,6674,183
Unassigned,Michigan,0,39,0
Van Buren,Michigan,75677,8443,152
Washtenaw,Michigan,367601,30817,317
Wayne,Michigan,1749343,187159,5420
Wexford,Michigan,33631,3259,50
Aitkin,Minnesota,15886,1641,39
Anoka,Minnesota,356921,50237,495
Becker,Minnesota,34423,4804,61
Beltrami,Minnesota,47188,5675,72
Benton,Minnesota,40889,6874,102
Big Stone,Minnesota,4991,721,4
Blue Earth,Minnesota,67653,9073,51
Brown,Minnesota,25008,3707,44
Carlton,Minnesota,35871,4100,60
Carver,Minnesota,105089,12678,53
Cass,Minnesota,29779,3733,39
Chippewa,Minnesota,11800,1755,39
Chisago,Minnesota,56579,7559,59
Clay,Minnesota,64222,9557,97
Clearwater,Minnesota,8818,1212,18
Cook,Minnesota,5463,220,0
Cottonwood,Minnesota,11196,1828,24
Crow Wing,Minnesota,65055,8453,104
Dakota,Minnesota,429021,54027,507
Dodge,Minnesota,20934,2544,5
Douglas,Minnesota,38141,5686,84
Faribault,Minnesota,13653,1939,26
Fillmore,Minnesota,21067,2111,11
Freeborn,Minnesota,30281,4507,42
Goodhue,Minnesota,46340,5708,81
Grant,Minnesota,5972,713,9
Hennepin,Minnesota,1265843,145233,1879
Houston,Minnesota,18600,2166,17
Hubbard,Minnesota,21491,2554,41
Isanti,Minnesota,40596,5193,71
Itasca,Minnesota,45130,5502,73
Jackson,Minnesota,9846,1380,12
Kanabec,Minnesota,16337,1739,29
Kandiyohi,Minnesota,43199,7709,93
Kittson,Minnesota,4298,563,22
Koochiching,Minnesota,12229,1316,19
Lac qui Parle,Minnesota,6623,911,24
Lake,Minnesota,10641,997,21
Lake of the Woods,Minnesota,3740,429,4
Le Sueur,Minnesota,28887,3577,30
Lincoln,Minnesota,5639,700,4
Lyon,Minnesota,25474,4175,54
Mahnomen,Minnesota,5527,772,10
Marshall,Minnesota,9336,1140,19
Martin,Minnesota,19683,2836,33
McLeod,Minnesota,35893,5366,66
Meeker,Minnesota,23222,3255,49
Mille Lacs,Minnesota,26277,3727,63
Morrison,Minnesota,33386,4953,63
Mower,Minnesota,40062,5938,38
Murray,Minnesota,8194,1230,10
Nicollet,Minnesota,34274,3985,49
Nobles,Minnesota,21629,4630,51
Norman,Minnesota,6375,729,9
Olmsted,Minnesota,158293,16734,112
Otter Tail,Minnesota,58746,7163,99
Out of MN,Minnesota,0,0,0
Pennington,Minnesota,14119,2012,22
Pine,Minnesota,29579,3951,29
Pipestone,Minnesota,9126,1275,27
Polk,Minnesota,31364,4639,75
Pope,Minnesota,11249,1384,8
Ramsey,Minnesota,550321,60405,957
Red Lake,Minnesota,4055,524,8
Redwood,Minnesota,15170,2161,43
Renville,Minnesota,14548,2110,48
Rice,Minnesota,66972,9468,127
Rock,Minnesota,9315,1468,19
Roseau,Minnesota,15165,2442,24
Scott,Minnesota,149013,20438,152
Sherburne,Minnesota,97238,14247,109
Sibley,Minnesota,14865,1868,12
St. Louis,Minnesota,199070,21596,342
Stearns,Minnesota,161075,26234,244
Steele,Minnesota,36649,5374,21
Stevens,Minnesota,9805,1131,11
Swift,Minnesota,9266,1239,19
Todd,Minnesota,24664,3464,35
Traverse,Minnesota,3259,460,5
Unassigned,Minnesota,0,529,103
Wabasha,Minnesota,21627,2610,5
Wadena,Minnesota,13682,2063,27
Waseca,Minnesota,18612,3058,26
Washington,Minnesota,262440,31832,321
Watonwan,Minnesota,10897,1617,11
Wilkin,Minnesota,6207,939,14
Winona,Minnesota,50484,5773,52
Wright,Minnesota,138377,19441,167
Yellow Medicine,Minnesota,9709,1374,20
Adams,Mississippi,30693,4462,118
Alcorn,Mississippi,36953,5503,91
Amite,Mississippi,12297,2006,52
Attala,Mississippi,18174,3270,88
Benton,Mississippi,8259,1445,37
Bolivar,Mississippi,30628,6168,145
Calhoun,Mississippi,14361,2711,44
Carroll,Mississippi,9947,1633,37
Chickasaw,Mississippi,17103,2901,67
Choctaw,Mississippi,8210,1295,26
Claiborne,Mississippi,8988,1279,35
Clarke,Mississippi,15541,2856,91
Clay,Mississippi,19316,2996,74
Coahoma,Mississippi,22124,4028,101
Copiah,Mississippi,28065,4362,89
Covington,Mississippi,18636,4212,93
DeSoto,Mississippi,184945,31105,373
Forrest,Mississippi,74897,13271,243
Franklin,Mississippi,7713,1170,28
George,Mississippi,24500,4807,76
Greene,Mississippi,13586,2117,47
Grenada,Mississippi,20758,3590,107
Hancock,Mississippi,47632,7587,121
Harrison,Mississippi,208080,33547,507
Hinds,Mississippi,231840,31457,599
Holmes,Mississippi,17010,2638,87
Humphreys,Mississippi,8064,1275,38
Issaquena,Mississippi,1327,193,7
Itawamba,Mississippi,23390,4502,102
Jackson,Mississippi,143617,23943,361
Jasper,Mississippi,16383,3201,62
Jefferson,Mississippi,6990,931,33
Jefferson Davis,Mississippi,11128,1693,42
Jones,Mississippi,68098,13560,232
Kemper,Mississippi,9742,1398,40
Lafayette,Mississippi,54019,8318,137
Lamar,Mississippi,63343,10335,134
Lauderdale,Mississippi,74125,11736,308
Lawrence,Mississippi,12586,2080,36
Leake,Mississippi,22786,4021,87
Lee,Mississippi,85436,15142,224
Leflore,Mississippi,28183,4548,141
Lincoln,Mississippi,34153,5341,133
Lowndes,Mississippi,58595,10633,180
Madison,Mississippi,106272,14356,275
Marion,Mississippi,24573,4138,104
Marshall,Mississippi,35294,6229,128
Monroe,Mississippi,35252,6601,172
Montgomery,Mississippi,9775,1739,54
Neshoba,Mississippi,29118,6524,202
Newton,Mississippi,21018,3751,77
Noxubee,Mississippi,10417,1809,40
Oktibbeha,Mississippi,49587,7034,124
Out of MS,Mississippi,0,0,0
Panola,Mississippi,34192,6383,127
Pearl River,Mississippi,55535,9225,230
Perry,Mississippi,11973,2026,54
Pike,Mississippi,39288,5664,142
Pontotoc,Mississippi,32174,6394,94
Prentiss,Mississippi,25126,4550,81
Quitman,Mississippi,6792,1047,27
Rankin,Mississippi,155271,21629,381
Scott,Mississippi,28124,4652,96
Sharkey,Mississippi,4321,633,20
Simpson,Mississippi,26658,4366,115
Smith,Mississippi,15916,2575,49
Stone,Mississippi,18336,3545,60
Sunflower,Mississippi,25110,4181,104
Tallahatchie,Mississippi,13809,2226,50
Tate,Mississippi,28321,4451,106
Tippah,Mississippi,22015,4539,81
Tishomingo,Mississippi,19383,3454,89
Tunica,Mississippi,9632,1556,36
Unassigned,Mississippi,0,0,0
Union,Mississippi,28815,5821,93
Walthall,Mississippi,14286,2130,61
